id,name,description,offer_url,expiration_date,country_codes,default_payout,category,device_type,status
55085,يمكنك أن تصبح مليونيرا!,أدخل معلوماتك الآن للحصول على فرصة للفوز.,https://singingfiles.com/show.php?l=0&u=1187777&id=55085,01/01/27,YD,0.1,Email/Zip Submit,mobile_droid,Active
55086,يمكنك أن تصبح مليونيرا!,أدخل معلوماتك الآن للحصول على فرصة للفوز.,https://singingfiles.com/show.php?l=0&u=1187777&id=55086,01/01/27,YD,0.1,Email/Zip Submit,mobile_ios,Active
55087,ሚልዮነር ኩን!,ናይ ምዕዋት ዕድል ንምርካብ ሕጂ ሓበሬታኹም ኣእትዉ።,https://singingfiles.com/show.php?l=0&u=1187777&id=55087,01/01/27,ER-Eritrea,0.1,Email/Zip Submit,ince,Active
55089,ሚልዮነር ክትከውን ትኽእል ኢኻ!,ናይ ምዕዋት ዕድል ንምርካብ ሕጂ ሓበሬታኹም ኣእትዉ።,https://singingfiles.com/show.php?l=0&u=1187777&id=55089,01/01/27,ER-Eritrea,0.1,Email/Zip Submit,mobile_ios,Active
55093,Devenez millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55093,01/01/27,MC-Monaco,0.1,Email/Zip Submit,ince,Active
55095,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55095,01/01/27,MC-Monaco,0.1,Email/Zip Submit,mobile_ios,Active
65576,Protect your personal Data!,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=65576,01/01/27,BT-Bhutan,0.08,Email/Zip Submit,ince,Active
70114,ادخل فودستر الآن!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=70114,01/01/27,SD-Sudan,0.43,Pin-Submit,mobile_ios,Active
54782,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=54782,01/01/27,CI-Côte d'Ivoire,0.1,Email/Zip Submit,mobile_droid,Active
47270,ດາວໂຫລດເນື້ອຫາຫຼ້າສຸດ!,ໃສ່ເບີໂທລະສັບຂອງເຈົ້າດຽວນີ້ເພື່ອເລີ່ມຕົ້ນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=47270,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,mobile_ios,Active
65582,Protect your personal Data!,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=65582,01/01/27,BZ-Belize,0.08,Email/Zip Submit,ince,Active
54766,Torne-se Um Milionário!,Insira suas informações agora para ter uma chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54766,01/01/27,MZ-Mozambique,0.1,Email/Zip Submit,ince,Active
55088,ሚልዮነር ክትከውን ትኽእል ኢኻ!,ናይ ምዕዋት ዕድል ንምርካብ ሕጂ ሓበሬታኹም ኣእትዉ።,https://singingfiles.com/show.php?l=0&u=1187777&id=55088,01/01/27,ER-Eritrea,0.1,Email/Zip Submit,mobile_droid,Active
55094,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55094,01/01/27,MC-Monaco,0.1,Email/Zip Submit,mobile_droid,Active
58297,ຄວ້າລາງວັນຂອງເຈົ້າ!,ໃສ່ເບີມືຖືຂອງເຈົ້າຕອນນີ້ເພື່ອລຸ້ນຮັບລາງວັນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=58297,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,mobile_ios,Active
58735,Изаберите слику!,Изаберите исту слику.,https://singingfiles.com/show.php?l=0&u=1187777&id=58735,01/01/27,ME-Montenegro,0.86,Pin-Submit,ince,Active
59764,Začnite pretakati videoposnetke!,Za začetek vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=59764,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile_ios,Active
65578,See if you need your data Protected!,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=65578,01/01/27,BT-Bhutan,0.08,Email/Zip Submit,mobile_ios,Active
65586,Veja se você precisa de seus dados protegidos!,Insira suas informações agora para começar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65586,01/01/27,MO-Macao,0.08,Email/Zip Submit,mobile_droid,Active
65606,Get a Reward After This Survey!,Enter your information now for your chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=65606,01/01/27,BT-Bhutan,0.08,Email/Zip Submit,ince,Active
65617,Responda a esta pesquisa para receber uma recompensa!,Insira suas informações agora para ter a chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65617,01/01/27,MO-Macao,0.08,Email/Zip Submit,mobile_droid,Active
65619,Obtenez une récompense après cette enquête !,Entrez vos informations maintenant pour avoir une chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=65619,01/01/27,PF-French Polynesia,0.08,Email/Zip Submit,ince,Active
65622,Ontvang een beloning na deze enquête!,Vul nu uw gegevens in en maak kans om te winnen.,https://singingfiles.com/show.php?l=0&u=1187777&id=65622,01/01/27,AW-Aruba,0.08,Email/Zip Submit,ince,Active
69488,شاهد الفيديوهات الآن!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=69488,01/01/27,SD-Sudan,0.51,Pin-Submit,ince,Active
70112,اطلع على أحدث إصدارات فودستر!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=70112,01/01/27,SD-Sudan,0.43,Pin-Submit,ince,Active
41582,Veja se você precisa de seus dados protegidos!,Digite seu número de celular agora para começar.,https://singingfiles.com/show.php?l=0&u=1187777&id=41582,01/01/27,PT-Portugal,0.08,Email/Zip Submit,mobile,Active
65591,Bescherm uw persoonlijke gegevens!,Voer nu uw gegevens in om aan de slag te gaan.,https://singingfiles.com/show.php?l=0&u=1187777&id=65591,01/01/27,AW-Aruba,0.08,Email/Zip Submit,ince,Active
54799,Devenez millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=54799,01/01/27,SN-Senegal,0.1,Email/Zip Submit,ince,Active
58737,Потврдите одабиром исте слике!,Изаберите исту слику.,https://singingfiles.com/show.php?l=0&u=1187777&id=58737,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_ios,Active
59003,ຮັບ iPhone 15 ລຸ້ນລ່າສຸດ!,ໃສ່ເບີມືຖືຂອງເຈົ້າຕອນນີ້ເພື່ອລຸ້ນຮັບລາງວັນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=59003,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,mobile_ios,Active
59436,Добијте верификацију преузимања!,Преузмите сада да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=59436,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_droid,Active
59437,Добијте верификацију преузимања!,Преузмите сада да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=59437,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_ios,Active
60513,Preuzmite svoj sadržaj!,Preuzmite svoj sadržaj!,https://singingfiles.com/show.php?l=0&u=1187777&id=60513,01/01/27,ME-Montenegro,0.86,Pin-Submit,ince,Active
65572,Voyez si vous avez besoin de protéger vos données !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=65572,01/01/27,SC-Seychelles,0.08,Email/Zip Submit,mobile_ios,Active
65585,Proteja seus dados pessoais!,Insira suas informações agora para começar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65585,01/01/27,MO-Macao,0.08,Email/Zip Submit,ince,Active
65588,Protégez vos données personnelles !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=65588,01/01/27,PF-French Polynesia,0.08,Email/Zip Submit,ince,Active
69087,استمتع بأحدث ألعاب الهاتف الآن!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=69087,01/01/27,JO-Jordan,0.14,Pin-Submit,ince,Active
69089,العب أفضل الألعاب على هاتفك!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=69089,01/01/27,JO-Jordan,0.14,Pin-Submit,mobile_ios,Active
70075,Get the latest Samsung Galaxy S25!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=70075,01/01/27,NG-Nigeria,0.17,Email/Zip Submit,mobile_droid,Active
46015,Pridite med nas zdaj!,Za začetek vnesite svoje podatke.,https://singingfiles.com/show.php?l=0&u=1187777&id=46015,01/01/27,SI-Slovenia,6.84,Pin-Submit,ince,Active
46016,Igraj Among Us!,Za začetek vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=46016,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile,Active
47193,Добијте Гоогле верификацију!,Унесите свој број мобилног телефона да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=47193,01/01/27,ME-Montenegro,0.76,Pin-Submit,mobile_droid,Active
54801,Vous pouvez devenir millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=54801,01/01/27,SN-Senegal,0.1,Email/Zip Submit,mobile_ios,Active
55072,Devenez millionnaire !,Entrez vos informations maintenant pour courir la chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=55072,01/01/27,RE-Réunion,0.1,Email/Zip Submit,ince,Active
56089,تنزيل المحتوى الخاص بك!,أدخل رقم هاتفك المحمول الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=56089,01/01/27,JO-Jordan,0.69,Pin-Submit,ince,Active
57895,Entra por un Samsung A53!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=57895,01/01/27,MX-Mexico,0.25,Email/Zip Submit,mobile_ios,Active
58736,Потврдите одабиром исте слике!,Изаберите исту слику.,https://singingfiles.com/show.php?l=0&u=1187777&id=58736,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_droid,Active
59762,Pretakajte svoje videoposnetke zdaj!,Za začetek vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=59762,01/01/27,SI-Slovenia,6.84,Pin-Submit,ince,Active
60514,Pristupite najnovijem sadržaju!,Unesite sada svoj broj mobitela da biste započeli preuzimanje.,https://singingfiles.com/show.php?l=0&u=1187777&id=60514,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_droid,Active
63323,Get the Latest PlayStation 5 Now!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=63323,01/01/27,KE-Kenya,0.13,Email/Zip Submit,mobile_ios,Active
69092,أمّن هاتفك الآن!,أدخل رقم هاتفك الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=69092,01/01/27,QA-Qatar,1.65,Pin-Submit,mobile_ios,Active
69440,حمّل أحدث المحتوى الآن!,أدخل رقم هاتفك الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=69440,01/01/27,JO-Jordan,0.2,Pin-Submit,ince,Active
69442,احصل على أفضل محتوى لهاتفك الآن!,أدخل رقم هاتفك الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=69442,01/01/27,JO-Jordan,0.2,Pin-Submit,mobile_ios,Active
70073,Get the latest Samsung Galaxy S25!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=70073,01/01/27,KE-Kenya,0.17,Email/Zip Submit,mobile_ios,Active
65566,Mbroni të dhënat tuaja personale!,Futni të dhënat tuaja tani për të filluar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65566,01/01/27,XK,0.08,Email/Zip Submit,ince,Active
36699,شارك في المسح المالي الجديد!,أدخل معلوماتك الآن لتبدأ.,https://singingfiles.com/show.php?l=0&u=1187777&id=36699,01/01/27,LB-Lebanon,0.08,Email/Zip Submit,ince,Active
36709,Take the New Finance Survey! ,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=36709,01/01/27,ZM-Zambia,0.08,Email/Zip Submit,ince,Active
36713,Take the New Finance Survey! ,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=36713,01/01/27,ZM-Zambia,0.08,Email/Zip Submit,ince,Active
47192,Потврдите се помоћу Гоогле верификације!,Унесите своје податке сада да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=47192,01/01/27,ME-Montenegro,0.76,Pin-Submit,ince,Active
61329,¡Entra por tu iPhone 15 Pro!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=61329,01/01/27,MX-Mexico,0.17,Email/Zip Submit,ince,Active
70111,تمتع بأحدث أفلام بوليوود!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=70111,01/01/27,QA-Qatar,1.07,Pin-Submit,mobile_ios,Active
68776,See the Samples you can Get!,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=68776,01/01/27,US-United States,2.73,Email/Zip Submit,mobile_droid,Active
54767,Você pode se tornar um milionário!,Insira suas informações agora para ter uma chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54767,01/01/27,MZ-Mozambique,0.1,Email/Zip Submit,mobile_droid,Active
55077,U kunt miljonair worden!,Vul nu je gegevens in en maak kans om te winnen.,https://singingfiles.com/show.php?l=0&u=1187777&id=55077,01/01/27,SR-Suriname,0.1,Email/Zip Submit,mobile_ios,Active
61529,Prenesite svojo vsebino!,Za začetek prenosa vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=61529,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile_ios,Active
65624,Vul deze enquête in voor een beloning!,Vul nu uw gegevens in en maak kans om te winnen.,https://singingfiles.com/show.php?l=0&u=1187777&id=65624,01/01/27,AW-Aruba,0.08,Email/Zip Submit,mobile_ios,Active
67722,You can get a $750 Temu Gift Card Now!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=67722,01/01/27,US-United States,2.7,Email/Zip Submit,mobile_droid,Active
47194,Добијте Гоогле верификацију!,Унесите свој број мобилног телефона да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=47194,01/01/27,ME-Montenegro,0.76,Pin-Submit,mobile_ios,Active
53221,Получите вознаграждение за участие в финансовом опросе!,Введите свои данные сейчас чтобы начать.,https://singingfiles.com/show.php?l=0&u=1187777&id=53221,01/01/27,BY-Belarus,0.08,Email/Zip Submit,mobile_ios,Active
54807,Você pode se tornar um milionário!,Insira suas informações agora para ter uma chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54807,01/01/27,PT-Portugal,0.1,Email/Zip Submit,mobile_ios,Active
57897,Entra por un Samsung A53!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=57897,01/01/27,PE-Peru,0.17,Email/Zip Submit,mobile_ios,Active
60515,Pristupite najnovijem sadržaju!,Unesite sada svoj broj mobitela da biste započeli preuzimanje.,https://singingfiles.com/show.php?l=0&u=1187777&id=60515,01/01/27,ME-Montenegro,0.86,Pin-Submit,mobile_ios,Active
61334,¡Consigue tu iPhone 15 Pro ahora!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=61334,01/01/27,PE-Peru,0.17,Email/Zip Submit,mobile_ios,Active
65581,Бингар ки оё ба шумо ҳифзи маълумоти шумо лозим аст!,Маълумоти худро ҳозир ворид кунед то оғоз кунед.,https://singingfiles.com/show.php?l=0&u=1187777&id=65581,01/01/27,TJ-Tajikistan,0.08,Email/Zip Submit,mobile_ios,Active
65590,Voyez si vous avez besoin de protéger vos données !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=65590,01/01/27,PF-French Polynesia,0.08,Email/Zip Submit,mobile_ios,Active
65621,Répondez à cette enquête pour une récompense !,Entrez vos informations maintenant pour avoir une chance de gagner.,https://singingfiles.com/show.php?l=0&u=1187777&id=65621,01/01/27,PF-French Polynesia,0.08,Email/Zip Submit,mobile_ios,Active
55958,تحميل Ninja Boy الآن!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=55958,01/01/27,JO-Jordan,0.14,Pin-Submit,mobile_ios,Active
59781,Sprawdź swoje treści!,Aby rozpocząć wpisz teraz swój numer telefonu komórkowego.,https://singingfiles.com/show.php?l=0&u=1187777&id=59781,01/01/27,PL-Poland,2.05,Pin-Submit,mobile_ios,Active
64620,شاهد Go Arabi الآن!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=64620,01/01/27,JO-Jordan,0.41,Pin-Submit,mobile_ios,Active
65573,Lindungi Data peribadi anda!,Masukkan maklumat anda sekarang untuk bermula.,https://singingfiles.com/show.php?l=0&u=1187777&id=65573,01/01/27,BN-Brunei Darussalam,0.08,Email/Zip Submit,ince,Active
36518,Take the New Finance Survey! ,Enter your information now to get started.,https://singingfiles.com/show.php?l=0&u=1187777&id=36518,01/01/27,NG-Nigeria,0.08,Email/Zip Submit,ince,Active
69091,أمّن هاتفك الآن!,أدخل رقم هاتفك الآن لبدء التنزيل.,https://singingfiles.com/show.php?l=0&u=1187777&id=69091,01/01/27,QA-Qatar,1.65,Pin-Submit,mobile_droid,Active
36697,Raiso ny fanadihadiana ara-bola vaovao!,Ampidiro izao ny mombamomba anao hanombohana.,https://singingfiles.com/show.php?l=0&u=1187777&id=36697,01/01/27,MG-Madagascar,0.08,Email/Zip Submit,ince,Active
56605,احصل على المحتوى الخاص بك الآن!,أدخل رقم هاتفك المحمول الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=56605,01/01/27,KW-Kuwait,1.71,Pin-Submit,ince,Active
57975,Get Your 5000 V-Bucks in Fortnite!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=57975,01/01/27,NZ-New Zealand,1.37,Email/Zip Submit,mobile_droid,Active
65597,Merrni një shpërblim pas këtij sondazhi!,Futni të dhënat tuaja tani për mundësinë tuaj për të fituar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65597,01/01/27,XK,0.08,Email/Zip Submit,ince,Active
66608,¡Consigue tu iPhone 15 Pro Max ahora!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=66608,01/01/27,MX-Mexico,0.27,Email/Zip Submit,mobile_droid,Active
66573,Get the latest batch of $500 Petro Cards!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=66573,01/01/27,CA-Canada,1.37,Email/Zip Submit,mobile_ios,Active
54810,You can Become A Millionaire!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=54810,01/01/27,ZM-Zambia,0.1,Email/Zip Submit,mobile_ios,Active
54825,¡Puedes convertirte en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=54825,01/01/27,CL-Chile,0.1,Email/Zip Submit,mobile_ios,Active
55091,You can Become A Millionaire!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=55091,01/01/27,BB-Barbados,0.1,Email/Zip Submit,mobile_droid,Active
63430,Kuckt ob Dir Är Date geschützt braucht!,Gitt elo Är Handysnummer un fir unzefänken.,https://singingfiles.com/show.php?l=0&u=1187777&id=63430,01/01/27,LU-Luxembourg,0.08,Email/Zip Submit,mobile_droid,Active
65596,Merrni këtë sondazh për një shpërblim!,Futni të dhënat tuaja tani për mundësinë tuaj për të fituar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65596,01/01/27,AL-Albania,0.08,Email/Zip Submit,mobile_ios,Active
36691,Répondez au nouveau sondage sur les finances !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=36691,01/01/27,CI-Côte d'Ivoire,0.08,Email/Zip Submit,ince,Active
51827,¡Consigue Tarlabasi ahora!,Introduce tu número de móvil ahora para empezar.,https://singingfiles.com/show.php?l=0&u=1187777&id=51827,01/01/27,MX-Mexico,0.54,Pin-Submit,mobile_ios,Active
54626,Milliomos lehetsz!,Adja meg adatait most hogy esélye legyen a nyerésre.,https://singingfiles.com/show.php?l=0&u=1187777&id=54626,01/01/27,HU-Hungary,0.1,Email/Zip Submit,mobile_ios,Active
65594,Merrni një shpërblim pas këtij sondazhi!,Futni të dhënat tuaja tani për mundësinë tuaj për të fituar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65594,01/01/27,AL-Albania,0.08,Email/Zip Submit,ince,Active
69097,Δοκιμάστε τον εαυτό σας τώρα!,Εισαγάγετε τον αριθμό του κινητού σας τώρα για να ξεκινήσετε.,https://singingfiles.com/show.php?l=0&u=1187777&id=69097,01/01/27,GR-Greece,0.47,Pin-Submit,mobile_ios,Active
55068,¡Puedes convertirte en millonario!,Ingrese su información ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=55068,01/01/27,CU-Cuba,0.1,Email/Zip Submit,mobile_ios,Active
52056,¡Consigue tu iPhone 14!,Ingrese su número de teléfono móvil ahora para tener la oportunidad de ganar.,https://singingfiles.com/show.php?l=0&u=1187777&id=52056,01/01/27,MX-Mexico,0.54,Pin-Submit,mobile_ios,Active
63317,Get the Latest PlayStation 5 Now!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=63317,01/01/27,ZA-South Africa,0.13,Email/Zip Submit,mobile_ios,Active
65563,Mbroni të dhënat tuaja personale!,Futni të dhënat tuaja tani për të filluar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65563,01/01/27,AL-Albania,0.08,Email/Zip Submit,ince,Active
70084,Get the latest Samsung Galaxy S25!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=70084,01/01/27,ZA-South Africa,0.34,Email/Zip Submit,mobile_droid,Active
36519,Get Rewarded for Taking the Finance Survey!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=36519,01/01/27,NG-Nigeria,0.08,Email/Zip Submit,mobile_droid,Active
61323,Ingiza kwa iPhone yako 15 Pro!,Weka maelezo yako sasa ili upate nafasi ya kushinda.,https://singingfiles.com/show.php?l=0&u=1187777&id=61323,01/01/27,KE-Kenya,0.17,Email/Zip Submit,ince,Active
54808,Become A Millionaire!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=54808,01/01/27,ZM-Zambia,0.1,Email/Zip Submit,ince,Active
65592,Kijk of uw gegevens beschermd moeten worden!,Voer nu uw gegevens in om aan de slag te gaan.,https://singingfiles.com/show.php?l=0&u=1187777&id=65592,01/01/27,AW-Aruba,0.08,Email/Zip Submit,mobile_droid,Active
36710,Get Rewarded for Taking the Finance Survey!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=36710,01/01/27,ZM-Zambia,0.08,Email/Zip Submit,mobile,Active
47268,ເອົາເນື້ອຫາຫຼ້າສຸດດຽວນີ້!,ໃສ່ຂໍ້ມູນຂອງທ່ານດຽວນີ້ເພື່ອເລີ່ມຕົ້ນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=47268,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,ince,Active
49886,Dostop do najnovejših prenosov!,Za začetek vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=49886,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile_ios,Active
54776,Sie können Millionär werden!,Geben Sie jetzt Ihre Daten ein um eine Gewinnchance zu erhalten.,https://singingfiles.com/show.php?l=0&u=1187777&id=54776,01/01/27,AT-Austria,0.1,Email/Zip Submit,mobile_droid,Active
54784,كن مليونيرا!,أدخل معلوماتك الآن للحصول على فرصة للفوز.,https://singingfiles.com/show.php?l=0&u=1187777&id=54784,01/01/27,LY-Libya,0.1,Email/Zip Submit,ince,Active
54828,Môžete sa stať milionárom!,Zadajte svoje údaje a máte šancu vyhrať.,https://singingfiles.com/show.php?l=0&u=1187777&id=54828,01/01/27,SK-Slovakia,0.1,Email/Zip Submit,mobile_ios,Active
57900,Get a Samsung A53!,Enter your information now for a chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=57900,01/01/27,ZA-South Africa,0.17,Email/Zip Submit,ince,Active
58295,ເຂົ້າເຖິງລາງວັນຫຼ້າສຸດ!,ໃສ່ເບີມືຖືຂອງເຈົ້າຕອນນີ້ເພື່ອລຸ້ນຮັບລາງວັນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=58295,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,ince,Active
59001,ຈັບ iPhone 15 ຂອງທ່ານ!,ໃສ່ເບີມືຖືຂອງເຈົ້າຕອນນີ້ເພື່ອລຸ້ນຮັບລາງວັນ.,https://singingfiles.com/show.php?l=0&u=1187777&id=59001,01/01/27,LA-Lao People's Democratic Republic,0.17,Pin-Submit,ince,Active
59763,Začnite pretakati videoposnetke!,Za začetek vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=59763,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile_droid,Active
61528,Prenesite svojo vsebino!,Za začetek prenosa vnesite svojo mobilno številko.,https://singingfiles.com/show.php?l=0&u=1187777&id=61528,01/01/27,SI-Slovenia,6.84,Pin-Submit,mobile_droid,Active
65613,Get a Reward After This Survey!,Enter your information now for your chance to win.,https://singingfiles.com/show.php?l=0&u=1187777&id=65613,01/01/27,BZ-Belize,0.08,Email/Zip Submit,ince,Active
65618,Responda a esta pesquisa para receber uma recompensa!,Insira suas informações agora para ter a chance de ganhar.,https://singingfiles.com/show.php?l=0&u=1187777&id=65618,01/01/27,MO-Macao,0.08,Email/Zip Submit,mobile_ios,Active
69018,Enter your mobile number now to get started.,Norėdami pradėti įveskite savo mobiliojo telefono numerį dabar.,https://singingfiles.com/show.php?l=0&u=1187777&id=69018,01/01/27,LT-Lithuania,0.48,Pin-Submit,mobile_droid,Active
69490,شاهد أحدث الفيديوهات الآن!,أدخل رقم هاتفك الآن للبدء.,https://singingfiles.com/show.php?l=0&u=1187777&id=69490,01/01/27,SD-Sudan,0.51,Pin-Submit,mobile_ios,Active
36695,Répondez au nouveau sondage sur les finances !,Entrez vos informations maintenant pour commencer.,https://singingfiles.com/show.php?l=0&u=1187777&id=36695,01/01/27,CM-Cameroon,0.08,Email/Zip Submit,ince,Active
51825,¡Accede a Tarlabasi!,Introduce tu número de móvil ahora para empezar.,https://singingfiles.com/show.php?l=0&u=1187777&id=51825,01/01/27,MX-Mexico,0.54,Pin-Submit,ince,Active
54822,Siz Millioner bo'lishingiz mumkin!,G'olib bo'lish imkoniyati uchun ma'lumotingizni hozir kiriting.,https://singingfiles.com/show.php?l=0&u=1187777&id=54822,01/01/27,UZ-Uzbekistan,0.1,Email/Zip Submit,mobile_ios,Active
59435,Преузмите своју верификацију!,Преузмите сада да бисте започели.,https://singingfiles.com/show.php?l=0&u=1187777&id=59435,01/01/27,ME-Montenegro,0.86,Pin-Submit,ince,Active
65610,Пас аз ин пурсиш мукофот гиред!,Ҳоло маълумоти худро ворид кунед то имкони ғолиб шуданатон.,https://singingfiles.com/show.php?l=0&u=1187777&id=65610,01/01/27,TJ-Tajikistan,0.08,Email/Zip Submit,ince,Active
